tanaman,ketinggian,hujan,temperatur
stroberi,1297,650,20
cabai,1174,964,26
stroberi,1435,658,20
jambu air,437,1353,27
cabai,744,1099,27
bayam,1066,1243,24
stroberi,1290,654,18
bayam,1790,1856,28
bayam,138,1725,21
stroberi,1034,667,20
kentang,2924,3205,13
cabai,746,1955,20
cabai,202,870,30
cabai,663,1759,25
jambu air,406,2092,18
cabai,556,874,26
cabai,589,1268,28
bayam,1768,1306,27
cabai,161,1088,24
stroberi,1057,617,19
cabai,1219,1503,26
cabai,796,1073,27
bayam,412,1727,23
bayam,1318,1921,30
jambu air,159,1647,18
jambu air,335,1996,16
jambu air,345,2485,14
kentang,354,2795,13
jambu air,246,2412,26
stroberi,1415,643,19
jambu air,43,1025,27
kentang,2450,3537,13
stroberi,1059,605,18
kentang,1523,3558,23
kentang,1980,3131,24
cabai,744,1516,22
bayam,353,1002,23
jambu air,312,868,11
bayam,1407,1673,30
bayam,522,1534,28
kentang,2898,3114,24
cabai,924,1621,24
stroberi,1051,694,17
stroberi,1297,626,19
jambu air,38,1887,28
bayam,202,1299,23
kentang,2659,2628,22
bayam,1781,1533,28
kentang,882,2552,19
cabai,946,1991,29
jambu air,212,2301,20
stroberi,1034,618,17
kentang,2945,2755,14
stroberi,1286,643,19
kentang,701,3174,15
stroberi,1247,667,20
jambu air,302,2224,16
kentang,1248,3142,19
jambu air,125,1297,27
kentang,1914,3519,23
kentang,2081,3342,17
stroberi,1096,603,18
bayam,1860,1979,26
kentang,2188,3537,17
kentang,677,2889,18
jambu air,345,2472,25
cabai,1354,1359,19
jambu air,413,2533,22
cabai,361,832,30
bayam,1487,1708,24
stroberi,1025,631,17
kentang,1398,3405,22
stroberi,1301,693,19
bayam,406,1036,30
jambu air,352,2093,15
jambu air,454,1513,22
kentang,2554,3152,23
cabai,665,1543,27
stroberi,1401,656,19
kentang,655,2710,15
bayam,1634,1108,21
bayam,451,1919,27
bayam,1284,1959,22
kentang,1265,3265,17
cabai,1205,1588,28
kentang,1226,3549,20
stroberi,1435,689,19
kentang,2145,3479,13
kentang,2980,3559,20
cabai,404,1323,28
kentang,2546,3248,23
bayam,780,1663,23
kentang,2008,2981,18
stroberi,1155,610,18
kentang,790,3115,18
cabai,1372,1361,21
cabai,1349,1069,22
cabai,850,1321,29
jambu air,500,1249,18
kentang,1650,2604,17
stroberi,1188,638,17
cabai,1253,847,19
kentang,369,2589,16
stroberi,1398,637,19
bayam,1543,1210,29
kentang,336,3120,19
bayam,914,1744,25
bayam,323,1411,24
stroberi,1356,660,20
bayam,909,1942,20
kentang,970,3084,23
cabai,233,1000,27
stroberi,1141,697,17
cabai,684,1646,23
bayam,246,1930,25
stroberi,1131,646,19
cabai,828,1364,24
kentang,966,3283,18
stroberi,1169,600,19
cabai,1269,1892,24
cabai,535,840,27
jambu air,83,2995,17
cabai,247,1739,22
cabai,496,1659,28
jambu air,17,2429,25
stroberi,1427,689,20
stroberi,1006,695,18
cabai,1185,1737,18
jambu air,334,2806,22
kentang,1943,3433,13
bayam,1398,1309,26
stroberi,1470,613,19
jambu air,17,1957,25
cabai,1387,1387,23
jambu air,256,2192,26
jambu air,15,606,26
stroberi,1361,604,19
cabai,1056,1448,21
kentang,543,2474,16
stroberi,1369,678,18
bayam,541,1623,30
kentang,729,2479,23
jambu air,392,1105,27
stroberi,1297,605,17
jambu air,281,2558,18
stroberi,1375,645,20
bayam,1627,1959,22
stroberi,1294,624,19
bayam,1648,1923,22
kentang,2745,3168,19
stroberi,1091,614,18
cabai,428,1592,23
stroberi,1052,625,20
jambu air,7,2634,18
jambu air,195,2795,18
jambu air,122,2744,15
stroberi,1047,641,17
jambu air,154,1100,24
cabai,692,884,22
stroberi,1231,624,18
cabai,245,1304,20
stroberi,1424,609,17
jambu air,366,2530,13
stroberi,1269,683,19
kentang,2748,3366,18
bayam,1483,1688,25
bayam,981,1527,30
kentang,1113,3081,13
kentang,457,3251,21
stroberi,1248,692,17
cabai,1140,1734,20
bayam,335,1688,22
bayam,375,1896,28
kentang,1043,3094,16
kentang,1499,2986,23
kentang,998,3178,24
stroberi,1453,636,19
stroberi,1006,695,18
bayam,202,1801,26
jambu air,105,1901,18
kentang,1300,2534,24
jambu air,394,2374,19
jambu air,34,1638,22
jambu air,330,1759,25
kentang,1204,2660,13
jambu air,392,1318,14
kentang,2692,3237,14
kentang,521,3387,23
bayam,527,1354,27
kentang,2603,2964,16
kentang,747,2566,13
stroberi,1361,691,19
stroberi,1373,660,17
stroberi,1422,684,19
jambu air,147,1058,19
jambu air,139,1154,25
cabai,1262,1214,27
stroberi,1499,654,18
kentang,1348,2840,24
jambu air,43,2884,23
bayam,782,1455,30
bayam,90,1884,25
kentang,566,3544,19
bayam,931,1310,22
kentang,1062,2461,16
bayam,1135,1677,21
kentang,1618,2831,19
cabai,467,1921,29
jambu air,294,2169,10
kentang,952,2533,16
kentang,1746,3297,17
kentang,600,2470,20
cabai,899,943,27
bayam,849,1010,29
cabai,1066,1096,19
stroberi,1059,607,20
bayam,1807,1635,23
cabai,1335,1974,29
bayam,1281,1813,24
kentang,1831,3485,19
jambu air,396,2478,13
kentang,1929,2980,18
jambu air,395,541,28
kentang,676,2748,14
stroberi,1380,650,18
stroberi,1427,633,20
jambu air,103,1882,28
jambu air,172,920,18
kentang,805,3525,19
stroberi,1368,690,19
cabai,704,1434,18
cabai,967,1920,22
jambu air,86,521,16
stroberi,1150,674,19
jambu air,78,1764,10
cabai,162,1557,23
stroberi,1285,675,20
cabai,150,1836,19
jambu air,261,1844,26
jambu air,203,608,10
bayam,892,1480,24
kentang,1972,3019,24
bayam,1264,1714,30
jambu air,457,2804,27
stroberi,1072,691,20
bayam,788,1778,28
stroberi,1441,651,18
stroberi,1235,689,17
bayam,177,1024,20
kentang,2371,2949,16
cabai,138,881,22
stroberi,1179,652,19
kentang,1404,3357,16
bayam,533,1319,29
cabai,1338,1270,27
kentang,1951,3499,16
cabai,355,1967,28
stroberi,1343,677,18
bayam,1504,1418,29
jambu air,32,717,23
kentang,1410,2672,18
jambu air,88,1787,24
stroberi,1355,674,18
jambu air,38,2031,28
kentang,1502,3320,20
bayam,1248,1182,29
cabai,1381,1723,30
bayam,591,1159,29
cabai,39,840,19
stroberi,1167,669,20
bayam,731,1157,28
jambu air,219,2613,10
bayam,268,1149,20
bayam,486,1301,22
bayam,1367,1696,20
stroberi,1352,610,20
kentang,2908,3110,19
bayam,570,1899,21
kentang,2677,3029,22
kentang,1574,3552,24
stroberi,1059,683,20
stroberi,1119,639,20
kentang,486,2991,18
bayam,954,1431,23
cabai,1263,1807,25
stroberi,1249,657,17
bayam,1444,1442,25
stroberi,1058,636,20
stroberi,1445,659,17
bayam,1817,1133,29
bayam,100,1703,23
bayam,776,1518,21
stroberi,1371,646,17
bayam,1140,1374,28
stroberi,1443,609,20
bayam,889,1086,25
jambu air,66,2980,13
kentang,2035,3180,16
bayam,94,1144,21
bayam,1960,1016,28
bayam,397,1681,26
bayam,659,1263,21
stroberi,1190,656,18
jambu air,304,1771,15
jambu air,6,2970,22
kentang,738,3043,13
kentang,1497,2921,24
kentang,1316,2473,16
bayam,1899,1956,24
jambu air,356,853,26
kentang,475,3305,16
cabai,27,1176,29
kentang,2488,3418,18
kentang,352,2788,14
cabai,802,1159,30
stroberi,1232,605,19
stroberi,1401,635,17
jambu air,314,2406,16
cabai,964,947,28
bayam,816,1190,23
cabai,1013,1292,24
stroberi,1107,608,19
cabai,66,910,20
kentang,2165,2405,20
cabai,974,966,23
bayam,952,1845,26
jambu air,178,814,27
bayam,422,1887,29
bayam,148,1037,22
kentang,755,3210,14
kentang,2512,2683,21
kentang,1930,2650,16
stroberi,1330,632,19
jambu air,140,831,10
cabai,999,1923,21
bayam,1824,1452,29
cabai,783,1948,23
bayam,6,1209,24
cabai,407,1860,26
bayam,90,1959,24
bayam,529,1252,24
bayam,1951,1979,30
kentang,2953,2570,18
cabai,1333,1285,28
jambu air,418,670,18
cabai,1090,1236,29
cabai,1015,809,18
cabai,1352,1223,21
bayam,1728,1585,21
cabai,318,867,29
cabai,1174,1443,21
jambu air,342,2384,10
jambu air,194,1358,21
stroberi,1403,668,19
kentang,1579,2432,18
jambu air,183,1034,24
cabai,743,1264,21
bayam,1204,1092,26
stroberi,1410,670,17
stroberi,1450,682,18
kentang,1040,2530,17
bayam,472,1309,27
stroberi,1383,695,17
jambu air,313,1113,24
cabai,564,1019,21
kentang,2785,3352,21
stroberi,1408,683,17
bayam,1699,1183,26
bayam,1877,1810,23
jambu air,448,1612,20
kentang,1083,3228,14
jambu air,390,714,18
stroberi,1425,677,18
kentang,800,2452,20
kentang,2478,3557,20
jambu air,445,2234,14
cabai,1016,1148,27
bayam,953,1305,26
jambu air,334,2430,21
stroberi,1115,674,17
kentang,1822,2400,16
kentang,1187,3526,18
jambu air,383,1405,10
kentang,2887,3316,16
jambu air,488,1993,25
stroberi,1221,678,18
kentang,2864,2482,20
stroberi,1282,662,17
kentang,1733,2723,23
bayam,1048,1395,26
bayam,1574,1206,23
kentang,2047,2850,15
cabai,323,1209,19
stroberi,1492,608,18
kentang,509,2993,13
bayam,1466,1313,25
bayam,1979,1038,29
bayam,1622,1149,21
jambu air,10,2207,14
kentang,482,2684,17
stroberi,1143,628,17
stroberi,1155,646,19
bayam,197,1890,20
jambu air,425,1907,26
kentang,809,2811,19
stroberi,1207,640,17
cabai,864,804,27
cabai,1324,1033,27
stroberi,1259,699,18
bayam,1139,1714,24
bayam,1921,1186,22
stroberi,1145,668,18
bayam,1489,1311,22
kentang,2887,3239,18
cabai,347,1133,20
stroberi,1125,690,17
kentang,482,3034,22
bayam,1192,1751,25
bayam,216,1064,20
stroberi,1371,647,19
kentang,2029,2641,21
kentang,956,3547,16
cabai,650,974,27
bayam,1449,1034,30
kentang,2449,3556,20
jambu air,73,630,15
bayam,735,1329,29
bayam,897,1792,22
cabai,376,1252,29
stroberi,1092,637,19
jambu air,343,2145,27
jambu air,469,1212,26
stroberi,1082,617,19
bayam,932,1480,22
cabai,1302,1949,30
stroberi,1314,680,20
stroberi,1428,638,18
cabai,499,1675,29
cabai,1151,1066,18
cabai,928,1624,19
bayam,799,1210,30
jambu air,430,1568,28
cabai,414,1430,24
jambu air,350,2664,24
stroberi,1019,692,17
stroberi,1262,629,20
cabai,568,1889,28
stroberi,1433,600,17
bayam,668,1333,20
kentang,965,2548,16
kentang,1099,2592,13
jambu air,223,950,26
bayam,1938,1158,25
bayam,1522,1128,28
cabai,955,1921,28
kentang,1076,2661,13
bayam,1634,1230,23
jambu air,56,1456,25
kentang,2180,3587,13
bayam,976,1472,24
stroberi,1205,653,18
cabai,5,1376,22
bayam,1527,1350,23
kentang,2235,2662,17
cabai,1316,1869,23
jambu air,242,2253,17
kentang,2003,2863,19
jambu air,70,985,13
bayam,149,1299,30
stroberi,1278,691,20
jambu air,49,2650,19
jambu air,33,684,25
jambu air,147,663,25
jambu air,177,1155,19
kentang,1501,3283,22
stroberi,1332,675,17
kentang,1953,2584,18
stroberi,1051,661,18
jambu air,197,2520,26
kentang,952,3344,13
kentang,724,3248,24
bayam,642,1067,21
stroberi,1286,690,17
cabai,934,1833,19
bayam,1557,1322,27
stroberi,1199,686,19
bayam,73,1997,29
bayam,1708,1535,24
jambu air,83,760,11
cabai,1138,1982,26
bayam,189,1578,24
cabai,109,1711,27
jambu air,113,1701,13
cabai,872,1189,29
kentang,2267,3377,23
stroberi,1337,618,20
jambu air,391,973,14
cabai,87,1595,25
bayam,870,1749,20
bayam,1206,1668,24
cabai,398,1365,21
jambu air,157,1133,27
stroberi,1024,674,19
stroberi,1296,650,17
cabai,777,1031,27
jambu air,81,1320,27
stroberi,1379,627,19
bayam,1371,1028,27
stroberi,1227,626,20
jambu air,370,2225,13
kentang,2303,2558,15
bayam,164,1549,22
jambu air,8,1653,14
jambu air,115,2135,22
stroberi,1345,610,20
cabai,164,1261,24
cabai,422,895,24
stroberi,1211,660,19
bayam,1459,1673,28
kentang,2369,3331,21
cabai,808,1067,20
stroberi,1214,666,18
stroberi,1374,604,19
stroberi,1135,635,17
bayam,913,1603,26
kentang,2864,2598,20
jambu air,365,2690,13
cabai,1176,1724,20
bayam,431,1396,20
bayam,1566,1219,27
bayam,1947,1102,28
jambu air,419,1782,16
jambu air,255,2843,11
bayam,770,1883,30
kentang,1546,2594,17
bayam,1352,1413,22
bayam,1557,1436,24
stroberi,1320,663,20
kentang,548,2830,16
cabai,1189,1132,25
jambu air,152,2897,13
jambu air,359,1375,20
jambu air,247,2596,28
bayam,1721,1862,22
stroberi,1036,650,20
kentang,1335,3436,18
kentang,2234,3048,14
bayam,1047,1886,28
jambu air,20,2685,27
cabai,1221,1410,19
bayam,1891,1468,21
stroberi,1152,649,20
cabai,669,1478,23
kentang,1081,2753,24
stroberi,1262,680,18
bayam,93,1267,30
cabai,291,1111,23
stroberi,1115,692,19
bayam,1757,1112,22
bayam,1544,1761,25
bayam,363,1351,29
stroberi,1365,644,19
cabai,262,1450,23
kentang,538,3286,23
cabai,1209,863,22
kentang,2929,3137,22
bayam,640,1482,20
stroberi,1426,676,17
bayam,1678,1495,22
stroberi,1186,609,17
bayam,1783,1801,29
kentang,2163,2686,18
cabai,357,1113,23
cabai,749,884,19
jambu air,308,749,24
bayam,1617,1924,24
kentang,595,2908,16
bayam,1697,1533,23
stroberi,1213,618,20
cabai,333,863,30
cabai,1329,852,23
bayam,132,1681,26
cabai,430,892,23
stroberi,1284,618,20
kentang,2131,2597,22
stroberi,1095,682,19
stroberi,1237,630,20
stroberi,1442,618,18
bayam,603,1813,29
kentang,2340,2673,19
bayam,780,1621,29
stroberi,1357,653,18
kentang,1794,2459,17
stroberi,1012,606,18
bayam,461,1653,27
bayam,1624,1571,20
jambu air,97,957,25
cabai,121,813,26
bayam,513,1989,22
bayam,757,1468,23
cabai,78,1083,25
stroberi,1446,699,20
bayam,27,1056,22
cabai,1363,1457,21
cabai,841,1662,22
kentang,1670,2402,15
bayam,287,1522,28
stroberi,1113,652,17
bayam,712,1822,21
bayam,429,1633,27
bayam,811,1957,25
stroberi,1302,662,19
cabai,612,1577,26
cabai,1323,1649,28
kentang,371,2689,19
cabai,372,1824,18
cabai,221,1999,26
bayam,338,1631,24
bayam,302,1658,28
bayam,1017,1083,27
stroberi,1020,697,19
stroberi,1152,633,20
kentang,2719,3382,19
bayam,1111,1474,28
cabai,831,1154,28
cabai,130,920,18
jambu air,138,766,20
kentang,1226,2435,15
cabai,1261,1687,30
kentang,396,3055,18
bayam,405,1888,29
stroberi,1323,673,20
stroberi,1093,654,17
jambu air,495,1580,15
jambu air,379,2772,28
stroberi,1010,662,20
jambu air,227,2984,20
kentang,2400,2494,24
cabai,1335,1601,30
cabai,663,1929,26
cabai,966,1156,27
jambu air,272,2632,25
cabai,250,1267,18
jambu air,278,871,19
bayam,1016,1079,30
kentang,2335,3095,21
stroberi,1433,641,18
stroberi,1016,687,17
jambu air,311,2005,10
cabai,592,846,18
stroberi,1312,674,19
bayam,77,1146,26
cabai,648,1888,20
jambu air,335,2897,18
bayam,210,1743,20
kentang,1421,3395,14
cabai,57,1959,24
cabai,149,1362,21
jambu air,155,1622,13
jambu air,286,1386,19
stroberi,1425,639,19
stroberi,1354,663,20
jambu air,360,2977,25
jambu air,182,2513,20
bayam,1949,1036,23
cabai,618,1725,28
cabai,1360,1628,25
cabai,1079,844,22
jambu air,425,1915,22
kentang,1610,3300,14
kentang,2911,3429,15
bayam,770,1986,23
jambu air,248,1016,19
bayam,642,1497,23
bayam,1941,1693,30
bayam,1372,2000,27
stroberi,1186,627,18
jambu air,168,2649,21
cabai,734,1228,29
kentang,1513,2656,22
stroberi,1230,683,19
bayam,1041,1721,26
stroberi,1332,619,19
bayam,1250,1160,20
stroberi,1287,661,19
stroberi,1460,685,19
bayam,878,1654,28
kentang,2680,2438,18
bayam,1919,1952,21
stroberi,1149,606,18
jambu air,285,2727,17
bayam,1142,1220,22
jambu air,272,2225,13
cabai,578,1805,30
cabai,880,916,19
stroberi,1246,612,17
bayam,511,1564,26
kentang,684,2778,13
kentang,313,3319,21
cabai,891,1764,19
stroberi,1067,665,18
kentang,323,2663,13
bayam,1339,1107,30
bayam,789,1755,30
kentang,2308,2601,14
cabai,296,1352,30
kentang,1985,3127,17
jambu air,410,1088,22
kentang,2080,3508,13
bayam,77,1622,27
kentang,1701,2775,14
cabai,1379,1248,30
bayam,646,1860,20
cabai,296,854,18
kentang,627,3543,19
jambu air,31,2947,19
cabai,848,1943,20
cabai,893,1519,30
cabai,252,1137,30
bayam,973,1563,28
bayam,256,1532,26
stroberi,1210,605,17
cabai,710,1091,24
jambu air,130,1044,20
jambu air,396,1730,18
bayam,344,1614,25
kentang,1810,3053,23
stroberi,1322,666,19
jambu air,465,2254,19
bayam,1101,1344,29
kentang,1350,2816,23
cabai,239,909,23
cabai,786,1346,30
bayam,1075,1482,28
bayam,633,1022,22
stroberi,1215,618,18
bayam,1338,1912,26
cabai,608,1708,20
kentang,518,2855,20
stroberi,1472,647,18
bayam,1017,1092,29
kentang,829,3009,13
bayam,851,1457,20
kentang,1396,2688,23
stroberi,1121,670,19
cabai,740,1219,21
kentang,658,3464,16
cabai,782,1294,28
cabai,1088,928,26
kentang,410,3178,23
jambu air,163,2853,15
stroberi,1193,664,20
jambu air,477,1352,16
jambu air,416,2972,26
kentang,2772,2978,19
stroberi,1041,621,18
bayam,1573,1123,24
kentang,1654,2748,13
jambu air,356,2160,12
bayam,1323,1966,21
cabai,399,879,22
kentang,855,2707,18
stroberi,1132,603,18
cabai,951,1879,27
stroberi,1480,608,18
cabai,249,1194,19
cabai,897,1472,27
kentang,2444,2844,14
cabai,1240,1842,22
jambu air,91,2477,20
bayam,438,1161,25
jambu air,258,742,24
bayam,468,1687,28
jambu air,243,1128,23
kentang,1105,3583,13
jambu air,123,1724,11
jambu air,148,1540,10
bayam,1064,1173,21
cabai,129,1908,21
kentang,1324,2642,15
kentang,2656,3062,14
jambu air,150,1117,27
kentang,1568,2887,23
stroberi,1499,654,19
kentang,1923,3113,13
kentang,1328,2904,14
cabai,149,1744,24
stroberi,1137,627,20
kentang,1077,2437,19
kentang,2706,2548,24
bayam,723,1639,20
cabai,634,1194,23
stroberi,1150,647,20
cabai,1137,1602,22
stroberi,1156,693,17
stroberi,1487,663,18
jambu air,47,2414,22
jambu air,376,2671,26
bayam,72,1909,28
kentang,1701,2442,22
stroberi,1195,604,20
kentang,2787,2628,23
bayam,226,1240,20
jambu air,360,1782,21
kentang,1513,3021,20
bayam,661,1143,26
kentang,365,2845,23
jambu air,404,1488,21
jambu air,234,2666,19
bayam,704,1958,28
stroberi,1149,628,20
bayam,1190,1936,30
bayam,384,1350,28
cabai,232,1608,30
jambu air,97,2726,27
kentang,1212,3006,18
cabai,659,1278,29
jambu air,500,2786,18
jambu air,36,1136,15
kentang,544,2773,13
jambu air,140,602,23
bayam,824,1324,27
stroberi,1180,603,18
stroberi,1142,656,20
kentang,664,3133,13
stroberi,1077,689,18
kentang,742,2875,20
jambu air,261,1939,24
kentang,2786,2895,18
kentang,2116,2909,13
cabai,756,1311,22
jambu air,61,1108,23
bayam,1680,1333,25
cabai,1148,1320,20
cabai,942,1203,22
kentang,2757,2751,14
stroberi,1312,606,19
jambu air,143,648,14
kentang,2682,2755,20
bayam,938,1126,28
stroberi,1472,659,18
cabai,435,1693,24
stroberi,1190,679,18
kentang,2214,2593,21
cabai,342,1196,20
stroberi,1386,697,18
bayam,1439,1615,22
cabai,1242,1731,21
jambu air,310,2744,11
bayam,557,1136,30
bayam,1644,1812,26
stroberi,1453,667,20
cabai,1026,1797,28
stroberi,1216,626,19
kentang,811,2800,17
bayam,974,1325,25
stroberi,1070,675,20
cabai,263,1810,30
stroberi,1032,666,18
cabai,949,1689,19
jambu air,201,564,25
cabai,1100,1323,22
cabai,905,1606,21
bayam,194,1249,26
cabai,489,977,20
kentang,548,2939,21
cabai,919,1521,23
cabai,808,963,29
bayam,1906,1067,20
bayam,1862,1305,23
jambu air,275,2927,20
stroberi,1407,610,18
jambu air,130,2183,22
kentang,1257,3396,14
stroberi,1294,627,17
stroberi,1497,681,19
kentang,1661,2456,16
cabai,407,1718,24
bayam,1698,1019,26
stroberi,1107,614,20
stroberi,1444,614,18
cabai,787,909,21
stroberi,1475,655,17
kentang,850,3055,14
kentang,1206,2451,19
stroberi,1207,683,19
stroberi,1066,600,20
kentang,1947,3303,18
stroberi,1233,685,19
jambu air,127,1525,14
stroberi,1272,620,20
jambu air,275,2300,16
stroberi,1158,656,17
stroberi,1390,676,20
stroberi,1200,670,19
jambu air,474,2658,26
kentang,1297,3118,19
jambu air,361,1607,12
jambu air,204,699,15
stroberi,1373,656,20
stroberi,1254,601,19
stroberi,1250,682,19
kentang,1904,3092,17
cabai,1338,1205,18
kentang,715,2761,13
bayam,1650,1963,29
cabai,848,1565,20
kentang,1029,2485,20
jambu air,31,932,15
stroberi,1434,606,19
bayam,529,1637,20
cabai,371,1618,30
stroberi,1047,670,19
stroberi,1479,605,17
bayam,1442,1735,26
bayam,148,1594,21
cabai,790,1234,20
cabai,16,1938,22
bayam,914,1585,30
jambu air,410,995,20
kentang,1161,2737,20
jambu air,292,2239,19
cabai,42,1481,26
cabai,1206,1763,29
bayam,256,1719,29
jambu air,158,1232,22
stroberi,1068,636,17
kentang,2000,3159,18
cabai,806,819,19
kentang,1926,2926,14
jambu air,155,1592,20
cabai,138,1845,30
cabai,881,1829,21
stroberi,1061,675,20
stroberi,1192,695,18
cabai,1393,1863,20
stroberi,1360,607,20
jambu air,225,2222,24
jambu air,365,1041,11
kentang,2543,2438,22
cabai,880,1792,24
kentang,1617,2500,18
bayam,1251,1713,25
bayam,624,1598,26
bayam,829,1918,20
bayam,647,1472,24
kentang,1505,2799,20
cabai,1091,1486,25
stroberi,1203,600,19
stroberi,1479,615,19
stroberi,1484,690,20
stroberi,1117,652,20
kentang,1601,2682,24
kentang,1864,2736,24
cabai,1365,1430,23
cabai,885,1299,22
kentang,1494,2653,17
bayam,1433,1812,20
jambu air,370,2867,22
kentang,2419,3401,15
cabai,215,1147,24
jambu air,73,2570,11
jambu air,86,2026,20
stroberi,1033,621,20
jambu air,293,2678,13
jambu air,482,2650,13
bayam,1690,1423,28
kentang,1536,2880,19
bayam,543,1502,25
kentang,658,2506,22
kentang,1361,3344,21
cabai,1107,928,21
cabai,558,1535,24
stroberi,1052,668,17
cabai,257,1677,18
jambu air,40,1354,23
cabai,854,1485,20
cabai,342,1594,28
kentang,2184,2990,19
stroberi,1060,657,18
kentang,2599,3295,19
cabai,949,1067,26
cabai,840,1777,23
cabai,34,1451,26
kentang,1232,2674,16
cabai,381,1977,23
jambu air,325,1629,20
bayam,1826,1934,21
bayam,1211,1108,30
cabai,12,1353,28
kentang,744,2598,14
stroberi,1156,663,20
cabai,1368,896,20
bayam,1501,1448,22
cabai,54,1092,26
jambu air,421,2835,25
jambu air,434,1120,27
bayam,105,1519,27
bayam,446,1522,30
kentang,1219,3254,20
bayam,455,1869,30
bayam,122,1774,25
jambu air,202,598,19
kentang,2408,2471,17
cabai,145,1735,21
cabai,942,1146,19
kentang,1409,3293,16
bayam,1956,1365,25
kentang,398,3561,21
kentang,762,2768,17
stroberi,1450,601,18
bayam,37,1414,27
cabai,823,909,24
stroberi,1009,640,18
cabai,159,1335,28
bayam,220,1777,23
stroberi,1449,626,19
stroberi,1429,688,18
jambu air,272,2218,11
stroberi,1149,679,17
kentang,2490,2722,17
jambu air,112,970,16
cabai,1191,1841,29
kentang,2220,2968,23
cabai,413,1790,18
bayam,984,1559,24
stroberi,1059,622,18
stroberi,1009,665,20
bayam,1261,1725,27
bayam,399,1704,29
jambu air,131,1615,15
jambu air,115,1673,20
stroberi,1179,606,20
kentang,1226,3198,15
stroberi,1060,658,17
jambu air,405,2913,21
kentang,859,2633,21
kentang,862,2697,21
cabai,1178,1182,27
cabai,1345,1035,21
cabai,202,1289,27
stroberi,1360,661,19
kentang,1553,3203,20
kentang,2338,2471,14
kentang,2919,2824,20
bayam,1912,1609,27
stroberi,1251,629,20
kentang,436,2561,15
bayam,701,1265,20
bayam,1107,1453,23
stroberi,1091,678,20
stroberi,1339,648,19
stroberi,1332,670,17
kentang,916,2458,15
jambu air,383,2189,25
cabai,338,1121,23
jambu air,297,1464,22
bayam,494,1825,24
stroberi,1172,616,17
bayam,599,1579,20
stroberi,1483,612,17
